,ID,ResDensity,N_TraitValue,Habitat,Res_MovementDimensionality,Con_MovementDimensionality,ConTaxa,ResTaxa
54,39840,0.5,0.214261,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
55,39840,0.5,0.259806,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
56,39840,0.5,0.319212,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
57,39840,0.5,0.335054,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
58,39840,1.0,0.139408,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
59,39840,1.0,0.202774,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
60,39840,1.0,0.25624,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
61,39840,1.0,0.34931,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
62,39840,1.0,0.41861800000000005,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
63,39840,1.0,0.588916,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
64,39840,1.0,0.32159099999999996,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
65,39840,1.5,0.359606,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
66,39840,2.0,0.152082,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
67,39840,2.0,0.197627,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
68,39840,2.0,0.571887,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
69,39840,2.0,0.629313,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
70,39840,2.0,0.253076,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
71,39840,2.0,0.5283329999999999,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
72,39840,3.0,0.33109,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
73,39840,3.0,0.382576,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
74,39840,3.0,0.42416000000000004,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
75,39840,3.0,1.11129,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
76,39840,4.0,0.46257,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
77,39840,4.0,0.426929,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
78,39840,4.0,0.5833699999999999,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
79,39840,4.0,0.672479,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
80,39840,4.0,0.729905,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
81,39840,4.0,0.941788,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
82,39840,5.0,0.28119,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
83,39840,5.0,0.8316889999999999,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
84,39841,0.2039,0.1679,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
85,39841,0.2039,0.1974,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
86,39841,0.2039,0.2486,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
87,39841,0.2039,0.3056,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
88,39841,0.2039,0.4119,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
89,39841,0.4079,0.2606,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
90,39841,0.4079,0.3078,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
91,39841,0.4079,0.3767,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
92,39841,0.4079,0.41600000000000004,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
93,39841,0.4116,0.5124,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
94,39841,0.4153,0.6305,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
95,39841,0.8157,0.7843,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
96,39841,0.8231,0.6543,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
97,39841,0.8306,0.5836,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
98,39841,0.838,0.4577,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
99,39841,0.838,0.503,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
100,39841,1.2421,0.6606,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
101,39841,1.2421,0.7827,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
102,39841,1.2458,0.6312,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
103,39841,1.2458,0.8162,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
104,39841,1.2458,0.8909,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
105,39841,1.2495,0.9224,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
106,39841,1.6611,0.8815,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
107,39841,1.6611,1.0644,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
108,39841,1.6648,0.9621,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
109,39841,1.6684,0.6375,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
110,39841,1.6684,0.6886,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
111,39841,1.6684,0.9129,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
112,39841,1.6722,0.6296,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
113,39841,2.4954,1.2383,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
114,39841,2.499,0.7838,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
115,39841,2.499,0.8094,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
116,39841,3.3296,0.8514,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
117,39841,3.3296,0.8928,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
118,39841,3.3333,0.9242,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
119,39841,3.3369999999999997,1.0876,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
120,39841,3.3407,0.5011,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
121,39841,4.1713,0.742,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
122,39841,4.1713,0.8069,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
123,39841,4.175,1.0844,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
124,39841,5.0019,1.0123,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
125,39842,0.2453,0.1501,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
126,39842,0.2454,0.1836,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
127,39842,0.2502,0.3017,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
128,39842,0.4994,0.2486,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
129,39842,0.5002,0.4946,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
130,39842,0.504,0.28600000000000003,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
131,39842,0.5041,0.3293,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
132,39842,0.5043,0.3923,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
133,39842,0.9940000000000001,0.3649,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
134,39842,0.9942,0.4101,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
135,39842,0.9992,0.5951,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
136,39842,0.9997,0.7879999999999999,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
137,39842,1.0028,0.3195,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
138,39842,1.4886,0.4792,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
139,39842,1.4926,0.3335,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
140,39842,1.4929,0.4457,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
141,39842,1.5021,0.5323,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
142,39842,1.5030000000000001,0.8649,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
143,39842,1.9962,0.4754,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
144,39842,1.9966,0.5935,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
145,39842,2.0014,0.7174,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
146,39842,2.0017,0.8157,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
147,39842,2.0019,0.8808,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
148,39842,2.0071,1.1366,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
149,39842,3.0004,1.2609,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
150,39842,3.0033,0.7433,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
151,39842,3.0038,0.9146,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
152,39842,3.0041,1.0090000000000001,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
153,39842,4.0062,1.0782,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
154,39842,4.0067,1.2593,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
155,39842,4.0087,0.41700000000000004,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
156,39842,4.011,1.2101,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
157,39842,5.0103,0.3347,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
158,39842,6.0087,0.6755,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
159,39843,0.1254,0.2429,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
160,39843,0.2412,0.2626,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
161,39843,0.2413,0.2883,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
162,39843,0.2456,0.2311,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
163,39843,0.2459,0.3395,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
164,39843,0.4957,0.4814,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
165,39843,0.4998,0.3612,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
166,39843,0.5,0.4539,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
167,39843,0.5002,0.5149,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
168,39843,0.9989,0.4915,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
169,39843,0.9996,0.7516,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
170,39843,0.9996,0.7397,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
171,39843,0.9999,0.8363,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
172,39843,1.0007,1.1161,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
173,39843,1.4942,0.8542,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
174,39843,1.4943,0.8956,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
175,39843,1.4985,0.8069,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
176,39843,1.4989,0.935,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
177,39843,1.5024,0.6374,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
178,39843,2.0012,0.6455,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
179,39843,2.0017,0.8169,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
180,39843,2.006,0.7696,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
181,39843,2.0062,0.8445,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
182,39843,2.0067,1.0061,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
183,39843,3.0091,1.1975,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
184,39843,4.0013,0.924,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
185,39843,4.0018,1.1053,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
186,39843,4.0053,0.7841,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
187,39844,0.2445,0.17,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
188,39844,0.2445,0.2468,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
189,39844,0.2445,0.4163,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
190,39844,0.249,0.3079,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
191,39844,0.2534,0.2054,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
192,39844,0.4891,0.4163,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
193,39844,0.498,0.5187,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
194,39844,0.498,0.633,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
195,39844,0.5024,0.2704,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
196,39844,0.5024,0.3079,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
197,39844,0.5024,0.3847,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
198,39844,0.9915,0.6507,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
199,39844,1.0004,0.4537,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
200,39844,1.0004,0.4969,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
201,39844,1.0004,0.7768,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
202,39844,1.0048,0.5836,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
203,39844,1.4939,0.7749,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
204,39844,1.4939,0.9207,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
205,39844,1.4983,0.6291,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
206,39844,1.4983,0.8163,Freshwater,3D,3D,Salvelinus alpinus (Linnaeus 1758),Daphnia longispina (O.F. Mller 1776)
